DATE & TIME, FORECAST WIND(MW),  ACTUAL WIND(MW), REGION
14/09/2019 18:00,2016,1916,All Island
14/09/2019 18:15,2002,1934,All Island
14/09/2019 18:30,1988,1954,All Island
14/09/2019 18:45,1974,1986,All Island
14/09/2019 19:00,1965,1981,All Island
14/09/2019 19:15,1942,1946,All Island
14/09/2019 19:30,1919,1960,All Island
14/09/2019 19:45,1897,1992,All Island
14/09/2019 20:00,1879,1998,All Island
14/09/2019 20:15,1867,2051,All Island
14/09/2019 20:30,1854,2044,All Island
14/09/2019 20:45,1842,2027,All Island
14/09/2019 21:00,1822,2102,All Island
14/09/2019 21:15,1793,2112,All Island
14/09/2019 21:30,1763,2099,All Island
14/09/2019 21:45,1734,2028,All Island
14/09/2019 22:00,1703,2046,All Island
14/09/2019 22:15,1668,1981,All Island
14/09/2019 22:30,1633,1918,All Island
14/09/2019 22:45,1598,1813,All Island
14/09/2019 23:00,1544,1663,All Island
14/09/2019 23:15,1469,1617,All Island
14/09/2019 23:30,1395,1576,All Island
14/09/2019 23:45,1321,1486,All Island
15/09/2019 00:00,1247,1410,All Island
15/09/2019 00:15,1175,1317,All Island
15/09/2019 00:30,1103,1206,All Island
15/09/2019 00:45,1031,1169,All Island
15/09/2019 01:00,1014,1147,All Island
15/09/2019 01:15,975,1102,All Island
15/09/2019 01:30,935,1067,All Island
15/09/2019 01:45,896,1051,All Island
15/09/2019 02:00,871,999,All Island
15/09/2019 02:15,860,925,All Island
15/09/2019 02:30,849,801,All Island
15/09/2019 02:45,838,741,All Island
15/09/2019 03:00,820,699,All Island
15/09/2019 03:15,793,694,All Island
15/09/2019 03:30,766,674,All Island
15/09/2019 03:45,740,671,All Island
15/09/2019 04:00,712,671,All Island
15/09/2019 04:15,684,659,All Island
15/09/2019 04:30,655,645,All Island
15/09/2019 04:45,626,741,All Island
15/09/2019 05:00,598,780,All Island
15/09/2019 05:15,571,841,All Island
15/09/2019 05:30,545,899,All Island
15/09/2019 05:45,518,869,All Island
15/09/2019 06:00,496,870,All Island
15/09/2019 06:15,478,861,All Island
15/09/2019 06:30,460,795,All Island
15/09/2019 06:45,441,730,All Island
15/09/2019 07:00,400,687,All Island
15/09/2019 07:15,394,620,All Island
15/09/2019 07:30,387,646,All Island
15/09/2019 07:45,381,618,All Island
15/09/2019 08:00,380,577,All Island
15/09/2019 08:15,384,537,All Island
15/09/2019 08:30,388,525,All Island
15/09/2019 08:45,392,492,All Island
15/09/2019 09:00,400,491,All Island
15/09/2019 09:15,411,456,All Island
15/09/2019 09:30,423,454,All Island
15/09/2019 09:45,434,421,All Island
15/09/2019 10:00,449,422,All Island
15/09/2019 10:15,469,410,All Island
15/09/2019 10:30,489,392,All Island
15/09/2019 10:45,509,427,All Island
15/09/2019 11:00,530,449,All Island
15/09/2019 11:15,550,492,All Island
15/09/2019 11:30,571,532,All Island
15/09/2019 11:45,592,545,All Island
15/09/2019 12:00,612,547,All Island
15/09/2019 12:15,631,598,All Island
15/09/2019 12:30,649,642,All Island
15/09/2019 12:45,668,690,All Island
15/09/2019 13:00,592,736,All Island
15/09/2019 13:15,604,766,All Island
15/09/2019 13:30,615,805,All Island
15/09/2019 13:45,626,846,All Island
15/09/2019 14:00,638,858,All Island
15/09/2019 14:15,650,835,All Island
15/09/2019 14:30,663,845,All Island
15/09/2019 14:45,675,849,All Island
15/09/2019 15:00,679,870,All Island
15/09/2019 15:15,675,889,All Island
15/09/2019 15:30,672,905,All Island
15/09/2019 15:45,668,904,All Island
15/09/2019 16:00,672,910,All Island
15/09/2019 16:15,684,921,All Island
15/09/2019 16:30,695,897,All Island
15/09/2019 16:45,707,915,All Island
15/09/2019 17:00,714,895,All Island
15/09/2019 17:15,717,891,All Island
15/09/2019 17:30,720,899,All Island
15/09/2019 17:45,723,867,All Island
15/09/2019 18:00,720,779,All Island
15/09/2019 18:15,710,779,All Island
15/09/2019 18:30,701,739,All Island
15/09/2019 18:45,692,695,All Island
15/09/2019 19:00,596,655,All Island
15/09/2019 19:15,577,629,All Island
15/09/2019 19:30,558,649,All Island
15/09/2019 19:45,540,665,All Island
15/09/2019 20:00,526,642,All Island
15/09/2019 20:15,517,601,All Island
15/09/2019 20:30,508,590,All Island
15/09/2019 20:45,499,551,All Island
15/09/2019 21:00,491,535,All Island
15/09/2019 21:15,485,524,All Island
15/09/2019 21:30,478,525,All Island
15/09/2019 21:45,472,525,All Island
15/09/2019 22:00,472,539,All Island
15/09/2019 22:15,478,549,All Island
15/09/2019 22:30,484,536,All Island
15/09/2019 22:45,491,560,All Island
15/09/2019 23:00,494,560,All Island
15/09/2019 23:15,493,560,All Island
15/09/2019 23:30,492,565,All Island
15/09/2019 23:45,491,549,All Island
16/09/2019 00:00,485,533,All Island
16/09/2019 00:15,475,523,All Island
16/09/2019 00:30,464,558,All Island
16/09/2019 00:45,453,538,All Island
16/09/2019 01:00,342,541,All Island
16/09/2019 01:15,331,533,All Island
16/09/2019 01:30,319,529,All Island
16/09/2019 01:45,307,524,All Island
16/09/2019 02:00,297,530,All Island
16/09/2019 02:15,288,524,All Island
16/09/2019 02:30,280,521,All Island
16/09/2019 02:45,272,552,All Island
16/09/2019 03:00,266,542,All Island
16/09/2019 03:15,262,533,All Island
16/09/2019 03:30,259,519,All Island
16/09/2019 03:45,255,497,All Island
16/09/2019 04:00,254,467,All Island
16/09/2019 04:15,255,451,All Island
16/09/2019 04:30,256,422,All Island
16/09/2019 04:45,258,411,All Island
16/09/2019 05:00,258,402,All Island
16/09/2019 05:15,258,384,All Island
16/09/2019 05:30,257,377,All Island
16/09/2019 05:45,257,349,All Island
16/09/2019 06:00,255,309,All Island
16/09/2019 06:15,250,296,All Island
16/09/2019 06:30,245,254,All Island
16/09/2019 06:45,241,236,All Island
16/09/2019 07:00,195,231,All Island
16/09/2019 07:15,186,224,All Island
16/09/2019 07:30,177,225,All Island
16/09/2019 07:45,167,213,All Island
16/09/2019 08:00,160,195,All Island
16/09/2019 08:15,155,183,All Island
16/09/2019 08:30,150,181,All Island
16/09/2019 08:45,145,199,All Island
16/09/2019 09:00,142,183,All Island
16/09/2019 09:15,141,172,All Island
16/09/2019 09:30,140,158,All Island
16/09/2019 09:45,139,152,All Island
16/09/2019 10:00,143,151,All Island
16/09/2019 10:15,150,156,All Island
16/09/2019 10:30,157,145,All Island
16/09/2019 10:45,164,131,All Island
16/09/2019 11:00,173,129,All Island
16/09/2019 11:15,183,116,All Island
16/09/2019 11:30,194,127,All Island
16/09/2019 11:45,204,135,All Island
16/09/2019 12:00,216,131,All Island
16/09/2019 12:15,228,128,All Island
16/09/2019 12:30,240,131,All Island
16/09/2019 12:45,252,156,All Island
16/09/2019 13:00,180,148,All Island
16/09/2019 13:15,185,159,All Island
16/09/2019 13:30,189,172,All Island
16/09/2019 13:45,194,171,All Island
16/09/2019 14:00,202,187,All Island
16/09/2019 14:15,215,190,All Island
16/09/2019 14:30,229,200,All Island
16/09/2019 14:45,242,175,All Island
16/09/2019 15:00,250,185,All Island
16/09/2019 15:15,253,198,All Island
16/09/2019 15:30,256,211,All Island
16/09/2019 15:45,258,241,All Island
16/09/2019 16:00,261,233,All Island
16/09/2019 16:15,263,226,All Island
16/09/2019 16:30,265,230,All Island
16/09/2019 16:45,267,222,All Island
16/09/2019 17:00,273,250,All Island
16/09/2019 17:15,282,249,All Island
16/09/2019 17:30,291,297,All Island
16/09/2019 17:45,301,293,All Island
16/09/2019 18:00,306,287,All Island
16/09/2019 18:15,308,288,All Island
16/09/2019 18:30,310,273,All Island
16/09/2019 18:45,311,257,All Island
16/09/2019 19:00,274,243,All Island
16/09/2019 19:15,264,248,All Island
16/09/2019 19:30,254,250,All Island
16/09/2019 19:45,244,240,All Island
16/09/2019 20:00,245,238,All Island
16/09/2019 20:15,256,229,All Island
16/09/2019 20:30,266,211,All Island
16/09/2019 20:45,277,203,All Island
16/09/2019 21:00,286,216,All Island
16/09/2019 21:15,292,213,All Island
16/09/2019 21:30,298,223,All Island
16/09/2019 21:45,304,224,All Island
16/09/2019 22:00,306,247,All Island
16/09/2019 22:15,305,235,All Island
16/09/2019 22:30,304,241,All Island
16/09/2019 22:45,303,239,All Island
16/09/2019 23:00,302,246,All Island
16/09/2019 23:15,300,242,All Island
16/09/2019 23:30,298,228,All Island
16/09/2019 23:45,296,228,All Island
17/09/2019 00:00,295,230,All Island
17/09/2019 00:15,296,221,All Island
17/09/2019 00:30,296,229,All Island
17/09/2019 00:45,297,233,All Island
17/09/2019 01:00,283,227,All Island
17/09/2019 01:15,275,254,All Island
17/09/2019 01:30,267,246,All Island
17/09/2019 01:45,259,244,All Island
17/09/2019 02:00,253,237,All Island
17/09/2019 02:15,249,266,All Island
17/09/2019 02:30,245,256,All Island
17/09/2019 02:45,241,283,All Island
17/09/2019 03:00,239,273,All Island
17/09/2019 03:15,238,276,All Island
17/09/2019 03:30,237,275,All Island
17/09/2019 03:45,236,275,All Island
17/09/2019 04:00,233,290,All Island
17/09/2019 04:15,228,292,All Island
17/09/2019 04:30,223,297,All Island
17/09/2019 04:45,218,302,All Island
17/09/2019 05:00,215,318,All Island
17/09/2019 05:15,214,319,All Island
17/09/2019 05:30,213,310,All Island
17/09/2019 05:45,213,278,All Island
17/09/2019 06:00,210,253,All Island
17/09/2019 06:15,207,253,All Island
17/09/2019 06:30,203,247,All Island
17/09/2019 06:45,200,233,All Island
17/09/2019 07:00,217,214,All Island
17/09/2019 07:15,209,213,All Island
17/09/2019 07:30,201,206,All Island
17/09/2019 07:45,193,204,All Island
17/09/2019 08:00,187,200,All Island
17/09/2019 08:15,184,196,All Island
17/09/2019 08:30,182,181,All Island
17/09/2019 08:45,179,161,All Island
17/09/2019 09:00,173,149,All Island
17/09/2019 09:15,165,126,All Island
17/09/2019 09:30,157,112,All Island
17/09/2019 09:45,150,105,All Island
17/09/2019 10:00,142,89,All Island
17/09/2019 10:15,134,95,All Island
17/09/2019 10:30,126,103,All Island
17/09/2019 10:45,118,99,All Island
17/09/2019 11:00,113,90,All Island
17/09/2019 11:15,110,84,All Island
17/09/2019 11:30,108,78,All Island
17/09/2019 11:45,105,69,All Island
17/09/2019 12:00,103,70,All Island
17/09/2019 12:15,101,64,All Island
17/09/2019 12:30,99,60,All Island
17/09/2019 12:45,97,56,All Island
17/09/2019 13:00,107,50,All Island
17/09/2019 13:15,105,50,All Island
17/09/2019 13:30,104,47,All Island
17/09/2019 13:45,102,42,All Island
17/09/2019 14:00,101,34,All Island
17/09/2019 14:15,100,29,All Island
17/09/2019 14:30,99,32,All Island
17/09/2019 14:45,97,28,All Island
17/09/2019 15:00,97,38,All Island
17/09/2019 15:15,97,39,All Island
17/09/2019 15:30,97,43,All Island
17/09/2019 15:45,98,36,All Island
17/09/2019 16:00,96,29,All Island
17/09/2019 16:15,94,29,All Island
17/09/2019 16:30,91,25,All Island
17/09/2019 16:45,88,24,All Island
17/09/2019 17:00,86,18,All Island
17/09/2019 17:15,84,16,All Island
17/09/2019 17:30,83,14,All Island
17/09/2019 17:45,81,12,All Island
17/09/2019 18:00,81,16,All Island
17/09/2019 18:15,81,18,All Island
17/09/2019 18:30,82,16,All Island
17/09/2019 18:45,83,14,All Island
17/09/2019 19:00,61,23,All Island
17/09/2019 19:15,62,24,All Island
17/09/2019 19:30,63,27,All Island
17/09/2019 19:45,63,34,All Island
17/09/2019 20:00,66,39,All Island
17/09/2019 20:15,71,37,All Island
17/09/2019 20:30,76,33,All Island
17/09/2019 20:45,81,32,All Island
17/09/2019 21:00,86,33,All Island
17/09/2019 21:15,92,31,All Island
17/09/2019 21:30,99,32,All Island
17/09/2019 21:45,105,31,All Island
17/09/2019 22:00,108,28,All Island
17/09/2019 22:15,108,24,All Island
17/09/2019 22:30,109,22,All Island
17/09/2019 22:45,109,22,All Island
17/09/2019 23:00,110,21,All Island
17/09/2019 23:15,112,15,All Island
17/09/2019 23:30,114,15,All Island
17/09/2019 23:45,116,16,All Island
18/09/2019 00:00,118,19,All Island
18/09/2019 00:15,120,24,All Island
18/09/2019 00:30,123,25,All Island
18/09/2019 00:45,125,27,All Island
18/09/2019 01:00,116,29,All Island
18/09/2019 01:15,121,27,All Island
18/09/2019 01:30,127,27,All Island
18/09/2019 01:45,132,32,All Island
18/09/2019 02:00,137,33,All Island
18/09/2019 02:15,142,41,All Island
18/09/2019 02:30,147,44,All Island
18/09/2019 02:45,152,56,All Island
18/09/2019 03:00,156,62,All Island
18/09/2019 03:15,162,66,All Island
18/09/2019 03:30,167,72,All Island
18/09/2019 03:45,172,83,All Island
18/09/2019 04:00,174,90,All Island
18/09/2019 04:15,174,92,All Island
18/09/2019 04:30,173,90,All Island
18/09/2019 04:45,173,97,All Island
18/09/2019 05:00,172,105,All Island
18/09/2019 05:15,170,112,All Island
18/09/2019 05:30,169,130,All Island
18/09/2019 05:45,167,142,All Island
18/09/2019 06:00,169,151,All Island
18/09/2019 06:15,173,157,All Island
18/09/2019 06:30,177,171,All Island
18/09/2019 06:45,181,180,All Island
18/09/2019 07:00,206,199,All Island
18/09/2019 07:15,205,199,All Island
18/09/2019 07:30,205,214,All Island
18/09/2019 07:45,205,210,All Island
18/09/2019 08:00,202,206,All Island
18/09/2019 08:15,198,210,All Island
18/09/2019 08:30,193,191,All Island
18/09/2019 08:45,188,172,All Island
18/09/2019 09:00,182,142,All Island
18/09/2019 09:15,172,122,All Island
18/09/2019 09:30,163,103,All Island
18/09/2019 09:45,154,80,All Island
18/09/2019 10:00,143,61,All Island
18/09/2019 10:15,132,53,All Island
18/09/2019 10:30,120,41,All Island
18/09/2019 10:45,109,33,All Island
18/09/2019 11:00,102,33,All Island
18/09/2019 11:15,99,33,All Island
18/09/2019 11:30,96,33,All Island
18/09/2019 11:45,93,24,All Island
18/09/2019 12:00,91,21,All Island
18/09/2019 12:15,89,18,All Island
18/09/2019 12:30,88,20,All Island
18/09/2019 12:45,86,22,All Island
18/09/2019 13:00,65,25,All Island
18/09/2019 13:15,63,25,All Island
18/09/2019 13:30,61,29,All Island
18/09/2019 13:45,59,30,All Island
18/09/2019 14:00,57,34,All Island
18/09/2019 14:15,56,34,All Island
18/09/2019 14:30,55,35,All Island
18/09/2019 14:45,54,33,All Island
18/09/2019 15:00,53,34,All Island
18/09/2019 15:15,51,33,All Island
18/09/2019 15:30,50,33,All Island
18/09/2019 15:45,49,28,All Island
18/09/2019 16:00,48,28,All Island
18/09/2019 16:15,46,23,All Island
18/09/2019 16:30,45,20,All Island
18/09/2019 16:45,43,17,All Island
18/09/2019 17:00,43,15,All Island
18/09/2019 17:15,42,12,All Island
18/09/2019 17:30,42,13,All Island
18/09/2019 17:45,42,13,All Island
18/09/2019 18:00,42,8,All Island
18/09/2019 18:15,43,8,All Island
18/09/2019 18:30,44,5,All Island
18/09/2019 18:45,44,3,All Island
18/09/2019 19:00,57,4,All Island
18/09/2019 19:15,60,8,All Island
18/09/2019 19:30,63,10,All Island
18/09/2019 19:45,66,8,All Island
18/09/2019 20:00,70,9,All Island
18/09/2019 20:15,75,6,All Island
18/09/2019 20:30,80,6,All Island
18/09/2019 20:45,84,6,All Island
18/09/2019 21:00,90,5,All Island
18/09/2019 21:15,97,5,All Island
18/09/2019 21:30,105,4,All Island
18/09/2019 21:45,112,2,All Island
18/09/2019 22:00,117,3,All Island
18/09/2019 22:15,118,3,All Island
18/09/2019 22:30,120,4,All Island
18/09/2019 22:45,121,5,All Island
18/09/2019 23:00,122,12,All Island
18/09/2019 23:15,123,19,All Island
18/09/2019 23:30,123,21,All Island
18/09/2019 23:45,124,26,All Island
19/09/2019 00:00,126,26,All Island
19/09/2019 00:15,129,28,All Island
19/09/2019 00:30,131,36,All Island
19/09/2019 00:45,134,45,All Island
19/09/2019 01:00,163,57,All Island
19/09/2019 01:15,170,68,All Island
19/09/2019 01:30,177,81,All Island
19/09/2019 01:45,183,88,All Island
19/09/2019 02:00,187,104,All Island
19/09/2019 02:15,188,131,All Island
19/09/2019 02:30,188,153,All Island
19/09/2019 02:45,189,175,All Island
19/09/2019 03:00,189,184,All Island
19/09/2019 03:15,188,189,All Island
19/09/2019 03:30,187,195,All Island
19/09/2019 03:45,186,211,All Island
19/09/2019 04:00,186,227,All Island
19/09/2019 04:15,186,234,All Island
19/09/2019 04:30,186,236,All Island
19/09/2019 04:45,186,243,All Island
19/09/2019 05:00,186,244,All Island
19/09/2019 05:15,187,260,All Island
19/09/2019 05:30,188,262,All Island
19/09/2019 05:45,188,261,All Island
19/09/2019 06:00,192,271,All Island
19/09/2019 06:15,199,281,All Island
19/09/2019 06:30,205,277,All Island
19/09/2019 06:45,212,266,All Island
19/09/2019 07:00,297,252,All Island
19/09/2019 07:15,315,255,All Island
19/09/2019 07:30,333,250,All Island
19/09/2019 07:45,351,242,All Island
19/09/2019 08:00,357,247,All Island
19/09/2019 08:15,352,246,All Island
19/09/2019 08:30,346,236,All Island
19/09/2019 08:45,340,227,All Island
19/09/2019 09:00,330,224,All Island
19/09/2019 09:15,314,236,All Island
19/09/2019 09:30,299,224,All Island
19/09/2019 09:45,284,208,All Island
19/09/2019 10:00,267,190,All Island
19/09/2019 10:15,249,182,All Island
19/09/2019 10:30,232,174,All Island
19/09/2019 10:45,214,154,All Island
19/09/2019 11:00,203,152,All Island
19/09/2019 11:15,200,140,All Island
19/09/2019 11:30,196,132,All Island
19/09/2019 11:45,192,128,All Island
19/09/2019 12:00,193,119,All Island
19/09/2019 12:15,199,124,All Island
19/09/2019 12:30,204,119,All Island
19/09/2019 12:45,210,121,All Island
19/09/2019 13:00,248,127,All Island
19/09/2019 13:15,263,131,All Island
19/09/2019 13:30,278,127,All Island
19/09/2019 13:45,294,132,All Island
19/09/2019 14:00,303,142,All Island
19/09/2019 14:15,306,158,All Island
19/09/2019 14:30,310,157,All Island
19/09/2019 14:45,314,170,All Island
19/09/2019 15:00,322,171,All Island
19/09/2019 15:15,336,169,All Island
19/09/2019 15:30,349,179,All Island
19/09/2019 15:45,363,161,All Island
19/09/2019 16:00,377,165,All Island
19/09/2019 16:15,391,173,All Island
19/09/2019 16:30,405,184,All Island
19/09/2019 16:45,419,188,All Island
19/09/2019 17:00,434,199,All Island
19/09/2019 17:15,448,222,All Island
19/09/2019 17:30,462,230,All Island
19/09/2019 17:45,476,236,All Island
19/09/2019 18:00,487,238,All Island
19/09/2019 18:15,495,253,All Island
19/09/2019 18:30,503,270,All Island
19/09/2019 18:45,511,296,All Island
19/09/2019 19:00,613,319,All Island
19/09/2019 19:15,625,369,All Island
19/09/2019 19:30,637,423,All Island
19/09/2019 19:45,650,492,All Island
19/09/2019 20:00,654,582,All Island
19/09/2019 20:15,649,672,All Island
19/09/2019 20:30,645,746,All Island
19/09/2019 20:45,640,822,All Island
19/09/2019 21:00,648,892,All Island
19/09/2019 21:15,669,920,All Island
19/09/2019 21:30,689,964,All Island
19/09/2019 21:45,710,1025,All Island
19/09/2019 22:00,727,1046,All Island
19/09/2019 22:15,742,1101,All Island
19/09/2019 22:30,757,1135,All Island
19/09/2019 22:45,772,1145,All Island
19/09/2019 23:00,781,1163,All Island
19/09/2019 23:15,784,1198,All Island
19/09/2019 23:30,787,1188,All Island
19/09/2019 23:45,789,1098,All Island
20/09/2019 00:00,800,1225,All Island
20/09/2019 00:15,820,1234,All Island
20/09/2019 00:30,839,1206,All Island
20/09/2019 00:45,858,1221,All Island
20/09/2019 01:00,862,1207,All Island
20/09/2019 01:15,884,1211,All Island
20/09/2019 01:30,906,1238,All Island
20/09/2019 01:45,927,1281,All Island
20/09/2019 02:00,943,1323,All Island
20/09/2019 02:15,954,1351,All Island
20/09/2019 02:30,964,1378,All Island
20/09/2019 02:45,974,1398,All Island
20/09/2019 03:00,1003,1424,All Island
20/09/2019 03:15,1049,1433,All Island
20/09/2019 03:30,1096,1498,All Island
20/09/2019 03:45,1142,1521,All Island
20/09/2019 04:00,1186,1529,All Island
20/09/2019 04:15,1227,1550,All Island
20/09/2019 04:30,1267,1519,All Island
20/09/2019 04:45,1308,1551,All Island
20/09/2019 05:00,1348,1639,All Island
20/09/2019 05:15,1388,1720,All Island
20/09/2019 05:30,1428,1757,All Island
20/09/2019 05:45,1467,1738,All Island
20/09/2019 06:00,1516,1811,All Island
20/09/2019 06:15,1573,1853,All Island
20/09/2019 06:30,1631,1867,All Island
20/09/2019 06:45,1689,1859,All Island
20/09/2019 07:00,1813,1940,All Island
20/09/2019 07:15,1834,2008,All Island
20/09/2019 07:30,1856,2033,All Island
20/09/2019 07:45,1877,2050,All Island
20/09/2019 08:00,1890,2076,All Island
20/09/2019 08:15,1895,2056,All Island
20/09/2019 08:30,1899,2067,All Island
20/09/2019 08:45,1903,2054,All Island
20/09/2019 09:00,1912,2089,All Island
20/09/2019 09:15,1925,2059,All Island
20/09/2019 09:30,1938,2019,All Island
20/09/2019 09:45,1952,2026,All Island
20/09/2019 10:00,1965,1989,All Island
20/09/2019 10:15,1978,1941,All Island
20/09/2019 10:30,1991,1963,All Island
20/09/2019 10:45,2004,1954,All Island
20/09/2019 11:00,2039,2073,All Island
20/09/2019 11:15,2095,2154,All Island
20/09/2019 11:30,2152,2249,All Island
20/09/2019 11:45,2209,2306,All Island
20/09/2019 12:00,2276,2381,All Island
20/09/2019 12:15,2352,2404,All Island
20/09/2019 12:30,2429,2409,All Island
20/09/2019 12:45,2506,2448,All Island
20/09/2019 13:00,2669,2525,All Island
20/09/2019 13:15,2727,2630,All Island
20/09/2019 13:30,2784,2631,All Island
20/09/2019 13:45,2842,2633,All Island
20/09/2019 14:00,2882,2649,All Island
20/09/2019 14:15,2904,2656,All Island
20/09/2019 14:30,2925,2700,All Island
20/09/2019 14:45,2947,2766,All Island
20/09/2019 15:00,2969,2758,All Island
20/09/2019 15:15,2992,2761,All Island
20/09/2019 15:30,3014,2762,All Island
20/09/2019 15:45,3037,2698,All Island
20/09/2019 16:00,3048,2704,All Island
20/09/2019 16:15,3048,2728,All Island
20/09/2019 16:30,3048,2706,All Island
20/09/2019 16:45,3048,2669,All Island
20/09/2019 17:00,3053,2660,All Island
20/09/2019 17:15,3064,2794,All Island
20/09/2019 17:30,3076,2754,All Island
20/09/2019 17:45,3087,2750,All Island
20/09/2019 18:00,3091,2703,All Island
20/09/2019 18:15,3089,2655,All Island
20/09/2019 18:30,3086,2627,All Island
20/09/2019 18:45,3084,2665,All Island
20/09/2019 19:00,3091,2704,All Island
20/09/2019 19:15,3069,2670,All Island
20/09/2019 19:30,3048,2691,All Island
20/09/2019 19:45,3026,2721,All Island
20/09/2019 20:00,3014,2860,All Island
20/09/2019 20:15,3013,2899,All Island
20/09/2019 20:30,3012,2962,All Island
20/09/2019 20:45,3011,2964,All Island
20/09/2019 21:00,3016,2931,All Island
20/09/2019 21:15,3027,2913,All Island
20/09/2019 21:30,3038,2951,All Island
20/09/2019 21:45,3049,2988,All Island
20/09/2019 22:00,3064,2979,All Island
20/09/2019 22:15,3082,3017,All Island
20/09/2019 22:30,3101,2957,All Island
20/09/2019 22:45,3119,2870,All Island
20/09/2019 23:00,3131,2802,All Island
20/09/2019 23:15,3136,2714,All Island
20/09/2019 23:30,3142,2723,All Island
20/09/2019 23:45,3147,2654,All Island
21/09/2019 00:00,3150,2639,All Island
21/09/2019 00:15,3151,2612,All Island
21/09/2019 00:30,3151,2473,All Island
21/09/2019 00:45,3152,2413,All Island
21/09/2019 01:00,3095,2356,All Island
21/09/2019 01:15,3088,2404,All Island
21/09/2019 01:30,3082,2385,All Island
21/09/2019 01:45,3076,2343,All Island
21/09/2019 02:00,3071,2304,All Island
21/09/2019 02:15,3069,2300,All Island
21/09/2019 02:30,3067,2277,All Island
21/09/2019 02:45,3065,2273,All Island
21/09/2019 03:00,3063,2266,All Island
21/09/2019 03:15,3062,2249,All Island
21/09/2019 03:30,3061,2230,All Island
21/09/2019 03:45,3060,2232,All Island
21/09/2019 04:00,3063,2241,All Island
21/09/2019 04:15,3071,2232,All Island
21/09/2019 04:30,3078,2228,All Island
21/09/2019 04:45,3086,2235,All Island
21/09/2019 05:00,3090,2242,All Island
21/09/2019 05:15,3091,2231,All Island
21/09/2019 05:30,3092,2244,All Island
21/09/2019 05:45,3093,2267,All Island
21/09/2019 06:00,3090,2306,All Island
21/09/2019 06:15,3084,2382,All Island
21/09/2019 06:30,3078,2374,All Island
21/09/2019 06:45,3072,2381,All Island
21/09/2019 07:00,3059,2364,All Island
21/09/2019 07:15,3038,2386,All Island
21/09/2019 07:30,3018,2406,All Island
21/09/2019 07:45,2998,2564,All Island
21/09/2019 08:00,2979,2649,All Island
21/09/2019 08:15,2963,2751,All Island
21/09/2019 08:30,2947,2837,All Island
21/09/2019 08:45,2932,2903,All Island
21/09/2019 09:00,2917,2891,All Island
21/09/2019 09:15,2903,2900,All Island
21/09/2019 09:30,2889,2943,All Island
21/09/2019 09:45,2875,2962,All Island
21/09/2019 10:00,2873,2841,All Island
21/09/2019 10:15,2883,2959,All Island
21/09/2019 10:30,2893,2915,All Island
21/09/2019 10:45,2903,2950,All Island
21/09/2019 11:00,2910,2866,All Island
21/09/2019 11:15,2912,2754,All Island
21/09/2019 11:30,2915,2688,All Island
21/09/2019 11:45,2918,2805,All Island
21/09/2019 12:00,2918,2828,All Island
21/09/2019 12:15,2915,2891,All Island
21/09/2019 12:30,2912,2813,All Island
21/09/2019 12:45,2910,2857,All Island
21/09/2019 13:00,2998,2776,All Island
21/09/2019 13:15,2984,2768,All Island
21/09/2019 13:30,2970,2803,All Island
21/09/2019 13:45,2955,2820,All Island
21/09/2019 14:00,2930,2780,All Island
21/09/2019 14:15,2892,2713,All Island
21/09/2019 14:30,2855,2708,All Island
21/09/2019 14:45,2817,2741,All Island
21/09/2019 15:00,2793,2751,All Island
21/09/2019 15:15,2780,2763,All Island
21/09/2019 15:30,2768,2763,All Island
21/09/2019 15:45,2755,2710,All Island
21/09/2019 16:00,2740,2728,All Island
21/09/2019 16:15,2720,2702,All Island
21/09/2019 16:30,2701,2684,All Island
21/09/2019 16:45,2682,2699,All Island
21/09/2019 17:00,2659,2616,All Island
21/09/2019 17:15,2633,2592,All Island
21/09/2019 17:30,2608,2606,All Island
21/09/2019 17:45,2582,2592,All Island
21/09/2019 18:00,2556,2563,All Island
21/09/2019 18:15,2529,2491,All Island
21/09/2019 18:30,2502,2462,All Island
21/09/2019 18:45,2475,2500,All Island
21/09/2019 19:00,2443,2537,All Island
21/09/2019 19:15,2404,2527,All Island
21/09/2019 19:30,2366,2482,All Island
21/09/2019 19:45,2327,2398,All Island
21/09/2019 20:00,2292,2327,All Island
21/09/2019 20:15,2259,2258,All Island
21/09/2019 20:30,2227,2253,All Island
21/09/2019 20:45,2194,2198,All Island
21/09/2019 21:00,2156,2130,All Island
21/09/2019 21:15,2112,2094,All Island
21/09/2019 21:30,2068,2111,All Island
21/09/2019 21:45,2025,2012,All Island
21/09/2019 22:00,1980,1912,All Island
21/09/2019 22:15,1934,1913,All Island
21/09/2019 22:30,1888,1919,All Island
21/09/2019 22:45,1843,1919,All Island
21/09/2019 23:00,1794,1874,All Island
21/09/2019 23:15,1743,1790,All Island
21/09/2019 23:30,1691,1671,All Island
21/09/2019 23:45,1640,1564,All Island
22/09/2019 00:00,1585,1511,All Island
22/09/2019 00:15,1526,1422,All Island
22/09/2019 00:30,1466,1410,All Island
22/09/2019 00:45,1407,1305,All Island
22/09/2019 01:00,1344,1278,All Island
22/09/2019 01:15,1279,1253,All Island
22/09/2019 01:30,1214,1231,All Island
22/09/2019 01:45,1149,1211,All Island
22/09/2019 02:00,1094,1173,All Island
22/09/2019 02:15,1048,1075,All Island
22/09/2019 02:30,1002,1090,All Island
22/09/2019 02:45,956,1048,All Island
22/09/2019 03:00,916,905,All Island
22/09/2019 03:15,882,867,All Island
