DATE & TIME, ACTUAL DEMAND(MW), FORECAST DEMAND(MW), REGION
31/08/2019 00:00,3383,-,All Island
31/08/2019 00:15,3317,-,All Island
31/08/2019 00:30,3262,-,All Island
31/08/2019 00:45,3183,-,All Island
31/08/2019 01:00,3116,-,All Island
31/08/2019 01:15,3080,-,All Island
31/08/2019 01:30,3023,-,All Island
31/08/2019 01:45,2975,-,All Island
31/08/2019 02:00,2966,-,All Island
31/08/2019 02:15,2959,-,All Island
31/08/2019 02:30,2899,-,All Island
31/08/2019 02:45,2870,-,All Island
31/08/2019 03:00,2864,-,All Island
31/08/2019 03:15,2841,-,All Island
31/08/2019 03:30,2826,-,All Island
31/08/2019 03:45,2775,-,All Island
31/08/2019 04:00,2771,-,All Island
31/08/2019 04:15,2801,-,All Island
31/08/2019 04:30,2760,-,All Island
31/08/2019 04:45,2796,-,All Island
31/08/2019 05:00,2821,-,All Island
31/08/2019 05:15,2835,-,All Island
31/08/2019 05:30,2836,-,All Island
31/08/2019 05:45,2841,-,All Island
31/08/2019 06:00,2883,-,All Island
31/08/2019 06:15,2931,-,All Island
31/08/2019 06:30,2953,-,All Island
31/08/2019 06:45,2955,-,All Island
31/08/2019 07:00,3018,-,All Island
31/08/2019 07:15,3170,-,All Island
31/08/2019 07:30,3242,-,All Island
31/08/2019 07:45,3350,-,All Island
31/08/2019 08:00,3473,-,All Island
31/08/2019 08:15,3595,-,All Island
31/08/2019 08:30,3708,-,All Island
31/08/2019 08:45,3783,-,All Island
31/08/2019 09:00,3895,-,All Island
31/08/2019 09:15,3976,-,All Island
31/08/2019 09:30,4046,-,All Island
31/08/2019 09:45,4069,-,All Island
31/08/2019 10:00,4094,-,All Island
31/08/2019 10:15,4115,-,All Island
31/08/2019 10:30,4144,-,All Island
31/08/2019 10:45,4153,-,All Island
31/08/2019 11:00,4147,-,All Island
31/08/2019 11:15,4146,-,All Island
31/08/2019 11:30,4139,-,All Island
31/08/2019 11:45,4168,-,All Island
31/08/2019 12:00,4121,-,All Island
31/08/2019 12:15,4136,-,All Island
31/08/2019 12:30,4142,-,All Island
31/08/2019 12:45,4148,-,All Island
31/08/2019 13:00,4087,-,All Island
31/08/2019 13:15,4087,-,All Island
31/08/2019 13:30,4076,-,All Island
31/08/2019 13:45,4029,-,All Island
31/08/2019 14:00,3966,-,All Island
31/08/2019 14:15,3938,-,All Island
31/08/2019 14:30,3950,-,All Island
31/08/2019 14:45,3941,-,All Island
31/08/2019 15:00,3853,-,All Island
31/08/2019 15:15,3869,-,All Island
31/08/2019 15:30,3891,-,All Island
31/08/2019 15:45,3851,-,All Island
31/08/2019 16:00,3876,-,All Island
31/08/2019 16:15,3901,-,All Island
31/08/2019 16:30,3955,-,All Island
31/08/2019 16:45,3984,-,All Island
31/08/2019 17:00,4034,-,All Island
31/08/2019 17:15,4099,-,All Island
31/08/2019 17:30,4122,-,All Island
31/08/2019 17:45,4159,-,All Island
31/08/2019 18:00,4170,-,All Island
31/08/2019 18:15,4150,-,All Island
31/08/2019 18:30,4124,-,All Island
31/08/2019 18:45,4111,-,All Island
31/08/2019 19:00,4072,-,All Island
31/08/2019 19:15,4024,-,All Island
31/08/2019 19:30,3996,-,All Island
31/08/2019 19:45,3951,-,All Island
31/08/2019 20:00,3920,-,All Island
31/08/2019 20:15,3931,-,All Island
31/08/2019 20:30,3969,-,All Island
31/08/2019 20:45,4078,-,All Island
31/08/2019 21:00,4097,-,All Island
31/08/2019 21:15,4023,-,All Island
31/08/2019 21:30,3948,-,All Island
31/08/2019 21:45,3889,-,All Island
31/08/2019 22:00,3811,-,All Island
31/08/2019 22:15,3707,-,All Island
31/08/2019 22:30,3619,-,All Island
31/08/2019 22:45,3549,-,All Island
31/08/2019 23:00,3446,-,All Island
31/08/2019 23:15,3376,-,All Island
31/08/2019 23:30,3312,-,All Island
31/08/2019 23:45,3246,-,All Island
01/09/2019 00:00,3170,-,All Island
01/09/2019 00:15,3122,-,All Island
01/09/2019 00:30,3060,-,All Island
01/09/2019 00:45,2992,-,All Island
01/09/2019 01:00,2931,-,All Island
01/09/2019 01:15,2925,-,All Island
01/09/2019 01:30,2864,-,All Island
01/09/2019 01:45,2816,-,All Island
01/09/2019 02:00,2786,-,All Island
01/09/2019 02:15,2752,-,All Island
01/09/2019 02:30,2755,-,All Island
01/09/2019 02:45,2726,-,All Island
01/09/2019 03:00,2697,-,All Island
01/09/2019 03:15,2675,-,All Island
01/09/2019 03:30,2657,-,All Island
01/09/2019 03:45,2642,-,All Island
01/09/2019 04:00,2637,-,All Island
01/09/2019 04:15,2655,-,All Island
01/09/2019 04:30,2647,-,All Island
01/09/2019 04:45,2660,-,All Island
01/09/2019 05:00,2664,-,All Island
01/09/2019 05:15,2655,-,All Island
01/09/2019 05:30,2667,-,All Island
01/09/2019 05:45,2674,-,All Island
01/09/2019 06:00,2742,-,All Island
01/09/2019 06:15,2763,-,All Island
01/09/2019 06:30,2725,-,All Island
01/09/2019 06:45,2703,-,All Island
01/09/2019 07:00,2784,-,All Island
01/09/2019 07:15,2843,-,All Island
01/09/2019 07:30,2896,-,All Island
01/09/2019 07:45,2966,-,All Island
01/09/2019 08:00,3068,-,All Island
01/09/2019 08:15,3210,-,All Island
01/09/2019 08:30,3305,-,All Island
01/09/2019 08:45,3406,-,All Island
01/09/2019 09:00,3502,-,All Island
01/09/2019 09:15,3618,-,All Island
01/09/2019 09:30,3694,-,All Island
01/09/2019 09:45,3764,-,All Island
01/09/2019 10:00,3856,-,All Island
01/09/2019 10:15,3909,-,All Island
01/09/2019 10:30,3961,-,All Island
01/09/2019 10:45,3951,-,All Island
01/09/2019 11:00,4002,-,All Island
01/09/2019 11:15,4012,-,All Island
01/09/2019 11:30,4021,-,All Island
01/09/2019 11:45,4026,-,All Island
01/09/2019 12:00,4044,-,All Island
01/09/2019 12:15,4093,-,All Island
01/09/2019 12:30,4111,-,All Island
01/09/2019 12:45,4099,-,All Island
01/09/2019 13:00,4086,-,All Island
01/09/2019 13:15,4090,-,All Island
01/09/2019 13:30,4045,-,All Island
01/09/2019 13:45,4022,-,All Island
01/09/2019 14:00,3978,-,All Island
01/09/2019 14:15,3954,-,All Island
01/09/2019 14:30,3968,-,All Island
01/09/2019 14:45,3922,-,All Island
01/09/2019 15:00,3919,-,All Island
01/09/2019 15:15,3920,-,All Island
01/09/2019 15:30,3872,-,All Island
01/09/2019 15:45,3834,-,All Island
01/09/2019 16:00,3857,-,All Island
01/09/2019 16:15,3948,-,All Island
01/09/2019 16:30,3951,-,All Island
01/09/2019 16:45,3920,-,All Island
01/09/2019 17:00,3923,-,All Island
01/09/2019 17:15,4054,-,All Island
01/09/2019 17:30,4126,-,All Island
01/09/2019 17:45,4139,-,All Island
01/09/2019 18:00,4141,-,All Island
01/09/2019 18:15,4144,-,All Island
01/09/2019 18:30,4140,-,All Island
01/09/2019 18:45,4126,-,All Island
01/09/2019 19:00,4134,-,All Island
01/09/2019 19:15,4111,-,All Island
01/09/2019 19:30,4104,-,All Island
01/09/2019 19:45,4080,-,All Island
01/09/2019 20:00,4115,-,All Island
01/09/2019 20:15,4115,-,All Island
01/09/2019 20:30,4166,-,All Island
01/09/2019 20:45,4228,-,All Island
01/09/2019 21:00,4217,-,All Island
01/09/2019 21:15,4142,-,All Island
01/09/2019 21:30,4032,-,All Island
01/09/2019 21:45,3898,-,All Island
01/09/2019 22:00,3794,-,All Island
01/09/2019 22:15,3701,-,All Island
01/09/2019 22:30,3597,-,All Island
01/09/2019 22:45,3495,-,All Island
01/09/2019 23:00,3384,-,All Island
01/09/2019 23:15,3292,-,All Island
01/09/2019 23:30,3194,-,All Island
01/09/2019 23:45,3116,-,All Island
02/09/2019 00:00,3046,-,All Island
02/09/2019 00:15,3007,-,All Island
02/09/2019 00:30,2953,-,All Island
02/09/2019 00:45,2907,-,All Island
02/09/2019 01:00,2867,-,All Island
02/09/2019 01:15,2828,-,All Island
02/09/2019 01:30,2793,-,All Island
02/09/2019 01:45,2763,-,All Island
02/09/2019 02:00,2745,-,All Island
02/09/2019 02:15,2729,-,All Island
02/09/2019 02:30,2707,-,All Island
02/09/2019 02:45,2683,-,All Island
02/09/2019 03:00,2711,-,All Island
02/09/2019 03:15,2687,-,All Island
02/09/2019 03:30,2667,-,All Island
02/09/2019 03:45,2645,-,All Island
02/09/2019 04:00,2658,-,All Island
02/09/2019 04:15,2688,-,All Island
02/09/2019 04:30,2684,-,All Island
02/09/2019 04:45,2690,-,All Island
02/09/2019 05:00,2723,-,All Island
02/09/2019 05:15,2802,-,All Island
02/09/2019 05:30,2852,-,All Island
02/09/2019 05:45,2904,-,All Island
02/09/2019 06:00,3024,-,All Island
02/09/2019 06:15,3199,-,All Island
02/09/2019 06:30,3261,-,All Island
02/09/2019 06:45,3374,-,All Island
02/09/2019 07:00,3565,-,All Island
02/09/2019 07:15,3875,-,All Island
02/09/2019 07:30,4015,-,All Island
02/09/2019 07:45,4164,-,All Island
02/09/2019 08:00,4273,-,All Island
02/09/2019 08:15,4397,-,All Island
02/09/2019 08:30,4435,-,All Island
02/09/2019 08:45,4445,-,All Island
02/09/2019 09:00,4476,-,All Island
02/09/2019 09:15,4525,-,All Island
02/09/2019 09:30,4576,-,All Island
02/09/2019 09:45,4608,-,All Island
02/09/2019 10:00,4579,-,All Island
02/09/2019 10:15,4575,-,All Island
02/09/2019 10:30,4608,-,All Island
02/09/2019 10:45,4627,-,All Island
02/09/2019 11:00,4641,-,All Island
02/09/2019 11:15,4646,-,All Island
02/09/2019 11:30,4670,-,All Island
02/09/2019 11:45,4657,-,All Island
02/09/2019 12:00,4676,-,All Island
02/09/2019 12:15,4702,-,All Island
02/09/2019 12:30,4726,-,All Island
02/09/2019 12:45,4726,-,All Island
02/09/2019 13:00,4746,-,All Island
02/09/2019 13:15,4702,-,All Island
02/09/2019 13:30,4654,-,All Island
02/09/2019 13:45,4628,-,All Island
02/09/2019 14:00,4584,-,All Island
02/09/2019 14:15,4608,-,All Island
02/09/2019 14:30,4606,-,All Island
02/09/2019 14:45,4586,-,All Island
02/09/2019 15:00,4631,-,All Island
02/09/2019 15:15,4652,-,All Island
02/09/2019 15:30,4687,-,All Island
02/09/2019 15:45,4695,-,All Island
02/09/2019 16:00,4695,-,All Island
02/09/2019 16:15,4738,-,All Island
02/09/2019 16:30,4828,-,All Island
02/09/2019 16:45,4858,-,All Island
02/09/2019 17:00,4906,-,All Island
02/09/2019 17:15,4923,-,All Island
02/09/2019 17:30,4925,-,All Island
02/09/2019 17:45,4902,-,All Island
02/09/2019 18:00,4840,-,All Island
02/09/2019 18:15,4726,-,All Island
02/09/2019 18:30,4677,-,All Island
02/09/2019 18:45,4618,-,All Island
02/09/2019 19:00,4559,-,All Island
02/09/2019 19:15,4517,-,All Island
02/09/2019 19:30,4492,-,All Island
02/09/2019 19:45,4444,-,All Island
02/09/2019 20:00,4432,-,All Island
02/09/2019 20:15,4460,-,All Island
02/09/2019 20:30,4561,-,All Island
02/09/2019 20:45,4601,-,All Island
02/09/2019 21:00,4584,-,All Island
02/09/2019 21:15,4510,-,All Island
02/09/2019 21:30,4400,-,All Island
02/09/2019 21:45,4294,-,All Island
02/09/2019 22:00,4161,-,All Island
02/09/2019 22:15,4022,-,All Island
02/09/2019 22:30,3864,-,All Island
02/09/2019 22:45,3717,-,All Island
02/09/2019 23:00,3594,-,All Island
02/09/2019 23:15,3487,-,All Island
02/09/2019 23:30,3387,-,All Island
02/09/2019 23:45,3302,-,All Island
03/09/2019 00:00,3219,-,All Island
03/09/2019 00:15,3151,-,All Island
03/09/2019 00:30,3088,-,All Island
03/09/2019 00:45,3037,-,All Island
03/09/2019 01:00,3002,-,All Island
03/09/2019 01:15,2953,-,All Island
03/09/2019 01:30,2916,-,All Island
03/09/2019 01:45,2901,-,All Island
03/09/2019 02:00,2871,-,All Island
03/09/2019 02:15,2872,-,All Island
03/09/2019 02:30,2851,-,All Island
03/09/2019 02:45,2830,-,All Island
03/09/2019 03:00,2814,-,All Island
03/09/2019 03:15,2814,-,All Island
03/09/2019 03:30,2812,-,All Island
03/09/2019 03:45,2813,-,All Island
03/09/2019 04:00,2809,-,All Island
03/09/2019 04:15,2844,-,All Island
03/09/2019 04:30,2872,-,All Island
03/09/2019 04:45,2869,-,All Island
03/09/2019 05:00,2899,-,All Island
03/09/2019 05:15,2943,-,All Island
03/09/2019 05:30,2975,-,All Island
03/09/2019 05:45,3027,-,All Island
03/09/2019 06:00,3147,-,All Island
03/09/2019 06:15,3344,-,All Island
03/09/2019 06:30,3423,-,All Island
03/09/2019 06:45,3535,-,All Island
03/09/2019 07:00,3715,-,All Island
03/09/2019 07:15,3995,-,All Island
03/09/2019 07:30,4132,-,All Island
03/09/2019 07:45,4277,-,All Island
03/09/2019 08:00,4401,-,All Island
03/09/2019 08:15,4508,-,All Island
03/09/2019 08:30,4517,-,All Island
03/09/2019 08:45,4550,-,All Island
03/09/2019 09:00,4604,-,All Island
03/09/2019 09:15,4644,-,All Island
03/09/2019 09:30,4650,-,All Island
03/09/2019 09:45,4669,-,All Island
03/09/2019 10:00,4671,-,All Island
03/09/2019 10:15,4655,-,All Island
03/09/2019 10:30,4689,-,All Island
03/09/2019 10:45,4696,-,All Island
03/09/2019 11:00,4679,-,All Island
03/09/2019 11:15,4710,-,All Island
03/09/2019 11:30,4701,-,All Island
03/09/2019 11:45,4665,-,All Island
03/09/2019 12:00,4695,-,All Island
03/09/2019 12:15,4696,-,All Island
03/09/2019 12:30,4711,-,All Island
03/09/2019 12:45,4732,-,All Island
03/09/2019 13:00,4716,-,All Island
03/09/2019 13:15,4671,-,All Island
03/09/2019 13:30,4603,-,All Island
03/09/2019 13:45,4601,-,All Island
03/09/2019 14:00,4616,-,All Island
03/09/2019 14:15,4623,-,All Island
03/09/2019 14:30,4624,-,All Island
03/09/2019 14:45,4611,-,All Island
03/09/2019 15:00,4633,-,All Island
03/09/2019 15:15,4635,-,All Island
03/09/2019 15:30,4677,-,All Island
03/09/2019 15:45,4696,-,All Island
03/09/2019 16:00,4645,-,All Island
03/09/2019 16:15,4626,-,All Island
03/09/2019 16:30,4785,-,All Island
03/09/2019 16:45,4904,-,All Island
03/09/2019 17:00,4842,-,All Island
03/09/2019 17:15,4842,-,All Island
03/09/2019 17:30,4858,-,All Island
03/09/2019 17:45,5071,-,All Island
03/09/2019 18:00,5054,-,All Island
03/09/2019 18:15,5006,-,All Island
03/09/2019 18:30,4928,-,All Island
03/09/2019 18:45,4862,-,All Island
03/09/2019 19:00,4794,-,All Island
03/09/2019 19:15,4718,-,All Island
03/09/2019 19:30,4680,-,All Island
03/09/2019 19:45,4616,-,All Island
03/09/2019 20:00,4607,-,All Island
03/09/2019 20:15,4622,-,All Island
03/09/2019 20:30,4762,-,All Island
03/09/2019 20:45,4783,-,All Island
03/09/2019 21:00,4744,-,All Island
03/09/2019 21:15,4667,-,All Island
03/09/2019 21:30,4523,-,All Island
03/09/2019 21:45,4437,-,All Island
03/09/2019 22:00,4273,-,All Island
03/09/2019 22:15,4110,-,All Island
03/09/2019 22:30,3989,-,All Island
03/09/2019 22:45,3846,-,All Island
03/09/2019 23:00,3724,-,All Island
03/09/2019 23:15,3642,-,All Island
03/09/2019 23:30,3497,-,All Island
03/09/2019 23:45,3390,-,All Island
04/09/2019 00:00,3305,-,All Island
04/09/2019 00:15,3249,-,All Island
04/09/2019 00:30,3203,-,All Island
04/09/2019 00:45,3164,-,All Island
04/09/2019 01:00,3096,-,All Island
04/09/2019 01:15,3045,-,All Island
04/09/2019 01:30,2993,-,All Island
04/09/2019 01:45,2966,-,All Island
04/09/2019 02:00,2928,-,All Island
04/09/2019 02:15,2921,-,All Island
04/09/2019 02:30,2879,-,All Island
04/09/2019 02:45,2864,-,All Island
04/09/2019 03:00,2881,-,All Island
04/09/2019 03:15,2872,-,All Island
04/09/2019 03:30,2862,-,All Island
04/09/2019 03:45,2860,-,All Island
04/09/2019 04:00,2871,-,All Island
04/09/2019 04:15,2868,-,All Island
04/09/2019 04:30,2855,-,All Island
04/09/2019 04:45,2865,-,All Island
04/09/2019 05:00,2884,-,All Island
04/09/2019 05:15,2943,-,All Island
04/09/2019 05:30,2957,-,All Island
04/09/2019 05:45,3007,-,All Island
04/09/2019 06:00,3122,-,All Island
04/09/2019 06:15,3334,-,All Island
04/09/2019 06:30,3381,-,All Island
04/09/2019 06:45,3499,-,All Island
04/09/2019 07:00,3698,-,All Island
04/09/2019 07:15,4006,-,All Island
04/09/2019 07:30,4161,-,All Island
04/09/2019 07:45,4324,-,All Island
04/09/2019 08:00,4409,-,All Island
04/09/2019 08:15,4500,-,All Island
04/09/2019 08:30,4507,-,All Island
04/09/2019 08:45,4534,-,All Island
04/09/2019 09:00,4595,-,All Island
04/09/2019 09:15,4608,-,All Island
04/09/2019 09:30,4626,-,All Island
04/09/2019 09:45,4642,-,All Island
04/09/2019 10:00,4632,-,All Island
04/09/2019 10:15,4611,-,All Island
04/09/2019 10:30,4601,-,All Island
04/09/2019 10:45,4606,-,All Island
04/09/2019 11:00,4607,-,All Island
04/09/2019 11:15,4618,-,All Island
04/09/2019 11:30,4602,-,All Island
04/09/2019 11:45,4621,-,All Island
04/09/2019 12:00,4639,-,All Island
04/09/2019 12:15,4534,-,All Island
04/09/2019 12:30,4613,-,All Island
04/09/2019 12:45,4679,-,All Island
04/09/2019 13:00,4647,-,All Island
04/09/2019 13:15,4579,-,All Island
04/09/2019 13:30,4573,-,All Island
04/09/2019 13:45,4561,-,All Island
04/09/2019 14:00,4576,-,All Island
04/09/2019 14:15,4589,-,All Island
04/09/2019 14:30,4584,-,All Island
04/09/2019 14:45,4580,-,All Island
04/09/2019 15:00,4568,-,All Island
04/09/2019 15:15,4594,-,All Island
04/09/2019 15:30,4593,-,All Island
04/09/2019 15:45,4595,-,All Island
04/09/2019 16:00,4609,-,All Island
04/09/2019 16:15,4691,-,All Island
04/09/2019 16:30,4715,-,All Island
04/09/2019 16:45,4764,-,All Island
04/09/2019 17:00,4820,-,All Island
04/09/2019 17:15,4874,-,All Island
04/09/2019 17:30,4874,-,All Island
04/09/2019 17:45,4869,-,All Island
04/09/2019 18:00,4829,-,All Island
04/09/2019 18:15,4787,-,All Island
04/09/2019 18:30,4749,-,All Island
04/09/2019 18:45,4678,-,All Island
04/09/2019 19:00,4642,-,All Island
04/09/2019 19:15,4599,-,All Island
04/09/2019 19:30,4585,-,All Island
04/09/2019 19:45,4562,-,All Island
04/09/2019 20:00,4560,-,All Island
04/09/2019 20:15,4583,-,All Island
04/09/2019 20:30,4728,-,All Island
04/09/2019 20:45,4761,-,All Island
04/09/2019 21:00,4725,-,All Island
04/09/2019 21:15,4602,-,All Island
04/09/2019 21:30,4463,-,All Island
04/09/2019 21:45,4362,-,All Island
04/09/2019 22:00,4219,-,All Island
04/09/2019 22:15,4063,-,All Island
04/09/2019 22:30,3955,-,All Island
04/09/2019 22:45,3808,-,All Island
04/09/2019 23:00,3641,-,All Island
04/09/2019 23:15,3504,-,All Island
04/09/2019 23:30,3412,-,All Island
04/09/2019 23:45,3345,-,All Island
05/09/2019 00:00,3286,-,All Island
05/09/2019 00:15,3229,-,All Island
05/09/2019 00:30,3154,-,All Island
05/09/2019 00:45,3128,-,All Island
05/09/2019 01:00,3053,-,All Island
05/09/2019 01:15,3024,-,All Island
05/09/2019 01:30,2991,-,All Island
05/09/2019 01:45,2940,-,All Island
05/09/2019 02:00,2924,-,All Island
05/09/2019 02:15,2896,-,All Island
05/09/2019 02:30,2896,-,All Island
05/09/2019 02:45,2852,-,All Island
05/09/2019 03:00,2838,-,All Island
05/09/2019 03:15,2827,-,All Island
05/09/2019 03:30,2820,-,All Island
05/09/2019 03:45,2815,-,All Island
05/09/2019 04:00,2818,-,All Island
05/09/2019 04:15,2847,-,All Island
05/09/2019 04:30,2869,-,All Island
05/09/2019 04:45,2897,-,All Island
05/09/2019 05:00,2929,-,All Island
05/09/2019 05:15,2980,-,All Island
05/09/2019 05:30,2998,-,All Island
05/09/2019 05:45,3071,-,All Island
05/09/2019 06:00,3177,-,All Island
05/09/2019 06:15,3351,-,All Island
05/09/2019 06:30,3428,-,All Island
05/09/2019 06:45,3565,-,All Island
05/09/2019 07:00,3773,-,All Island
05/09/2019 07:15,4106,-,All Island
05/09/2019 07:30,4234,-,All Island
05/09/2019 07:45,4398,-,All Island
05/09/2019 08:00,4480,-,All Island
05/09/2019 08:15,4600,-,All Island
05/09/2019 08:30,4631,-,All Island
05/09/2019 08:45,4674,-,All Island
05/09/2019 09:00,4713,-,All Island
05/09/2019 09:15,4749,-,All Island
05/09/2019 09:30,4746,-,All Island
05/09/2019 09:45,4726,-,All Island
05/09/2019 10:00,4680,-,All Island
05/09/2019 10:15,4685,-,All Island
05/09/2019 10:30,4667,-,All Island
05/09/2019 10:45,4642,-,All Island
05/09/2019 11:00,4627,-,All Island
05/09/2019 11:15,4652,-,All Island
05/09/2019 11:30,4638,-,All Island
05/09/2019 11:45,4631,-,All Island
05/09/2019 12:00,4643,-,All Island
05/09/2019 12:15,4616,-,All Island
05/09/2019 12:30,4633,-,All Island
05/09/2019 12:45,4632,-,All Island
05/09/2019 13:00,4609,-,All Island
05/09/2019 13:15,4565,-,All Island
05/09/2019 13:30,4507,-,All Island
05/09/2019 13:45,4486,-,All Island
05/09/2019 14:00,4457,-,All Island
05/09/2019 14:15,4454,-,All Island
05/09/2019 14:30,4434,-,All Island
05/09/2019 14:45,4404,-,All Island
05/09/2019 15:00,4416,-,All Island
05/09/2019 15:15,4442,-,All Island
05/09/2019 15:30,4448,-,All Island
05/09/2019 15:45,4518,-,All Island
05/09/2019 16:00,4534,-,All Island
05/09/2019 16:15,4617,-,All Island
05/09/2019 16:30,4679,-,All Island
05/09/2019 16:45,4739,-,All Island
05/09/2019 17:00,4766,-,All Island
05/09/2019 17:15,4805,-,All Island
05/09/2019 17:30,4820,-,All Island
05/09/2019 17:45,4808,-,All Island
05/09/2019 18:00,4747,-,All Island
05/09/2019 18:15,4722,-,All Island
05/09/2019 18:30,4718,-,All Island
05/09/2019 18:45,4671,-,All Island
05/09/2019 19:00,4629,-,All Island
05/09/2019 19:15,4627,-,All Island
05/09/2019 19:30,4629,-,All Island
05/09/2019 19:45,4602,-,All Island
05/09/2019 20:00,4628,-,All Island
05/09/2019 20:15,4694,-,All Island
05/09/2019 20:30,4772,-,All Island
05/09/2019 20:45,4804,-,All Island
05/09/2019 21:00,4702,-,All Island
05/09/2019 21:15,4582,-,All Island
05/09/2019 21:30,4469,-,All Island
05/09/2019 21:45,4359,-,All Island
05/09/2019 22:00,4229,-,All Island
05/09/2019 22:15,4099,-,All Island
05/09/2019 22:30,3978,-,All Island
05/09/2019 22:45,3855,-,All Island
05/09/2019 23:00,3737,-,All Island
05/09/2019 23:15,3626,-,All Island
05/09/2019 23:30,3506,-,All Island
05/09/2019 23:45,3382,-,All Island
06/09/2019 00:00,3290,-,All Island
06/09/2019 00:15,3232,-,All Island
06/09/2019 00:30,3158,-,All Island
06/09/2019 00:45,3111,-,All Island
06/09/2019 01:00,3045,-,All Island
06/09/2019 01:15,3038,-,All Island
06/09/2019 01:30,2967,-,All Island
06/09/2019 01:45,2931,-,All Island
06/09/2019 02:00,2910,-,All Island
06/09/2019 02:15,2897,-,All Island
06/09/2019 02:30,2888,-,All Island
06/09/2019 02:45,2857,-,All Island
06/09/2019 03:00,2844,-,All Island
06/09/2019 03:15,2852,-,All Island
06/09/2019 03:30,2849,-,All Island
06/09/2019 03:45,2853,-,All Island
06/09/2019 04:00,2861,-,All Island
06/09/2019 04:15,2874,-,All Island
06/09/2019 04:30,2878,-,All Island
06/09/2019 04:45,2880,-,All Island
06/09/2019 05:00,2932,-,All Island
06/09/2019 05:15,2968,-,All Island
06/09/2019 05:30,3009,-,All Island
06/09/2019 05:45,3057,-,All Island
06/09/2019 06:00,3154,-,All Island
06/09/2019 06:15,3324,-,All Island
06/09/2019 06:30,3413,-,All Island
06/09/2019 06:45,3551,-,All Island
06/09/2019 07:00,3722,-,All Island
06/09/2019 07:15,4020,-,All Island
06/09/2019 07:30,4169,-,All Island
06/09/2019 07:45,4326,-,All Island
06/09/2019 08:00,4424,-,All Island
06/09/2019 08:15,4515,-,All Island
06/09/2019 08:30,4542,-,All Island
06/09/2019 08:45,4547,-,All Island
06/09/2019 09:00,4603,-,All Island
06/09/2019 09:15,4635,-,All Island
06/09/2019 09:30,4671,-,All Island
06/09/2019 09:45,4676,-,All Island
06/09/2019 10:00,4635,-,All Island
06/09/2019 10:15,4641,-,All Island
06/09/2019 10:30,4640,-,All Island
06/09/2019 10:45,4625,-,All Island
06/09/2019 11:00,4606,-,All Island
06/09/2019 11:15,4632,-,All Island
06/09/2019 11:30,4639,-,All Island
06/09/2019 11:45,4625,-,All Island
06/09/2019 12:00,4596,-,All Island
06/09/2019 12:15,4585,-,All Island
06/09/2019 12:30,4584,-,All Island
06/09/2019 12:45,4602,-,All Island
06/09/2019 13:00,4592,-,All Island
06/09/2019 13:15,4532,-,All Island
06/09/2019 13:30,4447,-,All Island
06/09/2019 13:45,4456,-,All Island
06/09/2019 14:00,4438,-,All Island
06/09/2019 14:15,4420,-,All Island
06/09/2019 14:30,4411,-,All Island
06/09/2019 14:45,4403,-,All Island
06/09/2019 15:00,4387,-,All Island
06/09/2019 15:15,4392,-,All Island
06/09/2019 15:30,4416,-,All Island
06/09/2019 15:45,4428,-,All Island
06/09/2019 16:00,4439,-,All Island
06/09/2019 16:15,4440,-,All Island
06/09/2019 16:30,4489,-,All Island
06/09/2019 16:45,4533,-,All Island
06/09/2019 17:00,4573,-,All Island
06/09/2019 17:15,4607,-,All Island
06/09/2019 17:30,4614,-,All Island
06/09/2019 17:45,4642,-,All Island
06/09/2019 18:00,4610,-,All Island
06/09/2019 18:15,4568,-,All Island
06/09/2019 18:30,4549,-,All Island
06/09/2019 18:45,4529,-,All Island
06/09/2019 19:00,4474,-,All Island
06/09/2019 19:15,4424,-,All Island
06/09/2019 19:30,4422,-,All Island
06/09/2019 19:45,4403,-,All Island
06/09/2019 20:00,4415,-,All Island
06/09/2019 20:15,4447,-,All Island
06/09/2019 20:30,4543,-,All Island
06/09/2019 20:45,4548,-,All Island
06/09/2019 21:00,4481,-,All Island
06/09/2019 21:15,4417,-,All Island
06/09/2019 21:30,4313,-,All Island
06/09/2019 21:45,4210,-,All Island
06/09/2019 22:00,4111,-,All Island
06/09/2019 22:15,3987,-,All Island
06/09/2019 22:30,3898,-,All Island
06/09/2019 22:45,3807,-,All Island
06/09/2019 23:00,3706,-,All Island
06/09/2019 23:15,3623,-,All Island
06/09/2019 23:30,3537,-,All Island
06/09/2019 23:45,3426,-,All Island
07/09/2019 00:00,3367,-,All Island
07/09/2019 00:15,3323,-,All Island
07/09/2019 00:30,3247,-,All Island
07/09/2019 00:45,3188,-,All Island
07/09/2019 01:00,3119,-,All Island
07/09/2019 01:15,3072,-,All Island
07/09/2019 01:30,3036,-,All Island
07/09/2019 01:45,3008,-,All Island
07/09/2019 02:00,2963,-,All Island
07/09/2019 02:15,2962,-,All Island
07/09/2019 02:30,2946,-,All Island
07/09/2019 02:45,2896,-,All Island
07/09/2019 03:00,2874,-,All Island
07/09/2019 03:15,2862,-,All Island
07/09/2019 03:30,2865,-,All Island
07/09/2019 03:45,2841,-,All Island
07/09/2019 04:00,2837,-,All Island
07/09/2019 04:15,2850,-,All Island
07/09/2019 04:30,2852,-,All Island
07/09/2019 04:45,2858,-,All Island
07/09/2019 05:00,2873,-,All Island
07/09/2019 05:15,2878,-,All Island
07/09/2019 05:30,2894,-,All Island
07/09/2019 05:45,2916,-,All Island
07/09/2019 06:00,2977,-,All Island
