DATE & TIME, ACTUAL DEMAND(MW), FORECAST DEMAND(MW), REGION
14/09/2019 03:15,2800,-,All Island
14/09/2019 03:30,2787,-,All Island
14/09/2019 03:45,2782,-,All Island
14/09/2019 04:00,2787,-,All Island
14/09/2019 04:15,2824,-,All Island
14/09/2019 04:30,2811,-,All Island
14/09/2019 04:45,2818,-,All Island
14/09/2019 05:00,2808,-,All Island
14/09/2019 05:15,2827,-,All Island
14/09/2019 05:30,2846,-,All Island
14/09/2019 05:45,2887,-,All Island
14/09/2019 06:00,2934,-,All Island
14/09/2019 06:15,2994,-,All Island
14/09/2019 06:30,3033,-,All Island
14/09/2019 06:45,3059,-,All Island
14/09/2019 07:00,3084,-,All Island
14/09/2019 07:15,3254,-,All Island
14/09/2019 07:30,3292,-,All Island
14/09/2019 07:45,3387,-,All Island
14/09/2019 08:00,3553,-,All Island
14/09/2019 08:15,3710,-,All Island
14/09/2019 08:30,3818,-,All Island
14/09/2019 08:45,3943,-,All Island
14/09/2019 09:00,4010,-,All Island
14/09/2019 09:15,4093,-,All Island
14/09/2019 09:30,4144,-,All Island
14/09/2019 09:45,4149,-,All Island
14/09/2019 10:00,4186,-,All Island
14/09/2019 10:15,4205,-,All Island
14/09/2019 10:30,4225,-,All Island
14/09/2019 10:45,4207,-,All Island
14/09/2019 11:00,4181,-,All Island
14/09/2019 11:15,4180,-,All Island
14/09/2019 11:30,4166,-,All Island
14/09/2019 11:45,4141,-,All Island
14/09/2019 12:00,4152,-,All Island
14/09/2019 12:15,4182,-,All Island
14/09/2019 12:30,4162,-,All Island
14/09/2019 12:45,4129,-,All Island
14/09/2019 13:00,4097,-,All Island
14/09/2019 13:15,4060,-,All Island
14/09/2019 13:30,4036,-,All Island
14/09/2019 13:45,4008,-,All Island
14/09/2019 14:00,3984,-,All Island
14/09/2019 14:15,3973,-,All Island
14/09/2019 14:30,3947,-,All Island
14/09/2019 14:45,3937,-,All Island
14/09/2019 15:00,3943,-,All Island
14/09/2019 15:15,3952,-,All Island
14/09/2019 15:30,3954,-,All Island
14/09/2019 15:45,3942,-,All Island
14/09/2019 16:00,3966,-,All Island
14/09/2019 16:15,3995,-,All Island
14/09/2019 16:30,4014,-,All Island
14/09/2019 16:45,4065,-,All Island
14/09/2019 17:00,4120,-,All Island
14/09/2019 17:15,4168,-,All Island
14/09/2019 17:30,4190,-,All Island
14/09/2019 17:45,4219,-,All Island
14/09/2019 18:00,4174,-,All Island
14/09/2019 18:15,4127,-,All Island
14/09/2019 18:30,4077,-,All Island
14/09/2019 18:45,4137,-,All Island
14/09/2019 19:00,4055,-,All Island
14/09/2019 19:15,4008,-,All Island
14/09/2019 19:30,3924,-,All Island
14/09/2019 19:45,3978,-,All Island
14/09/2019 20:00,4102,-,All Island
14/09/2019 20:15,4213,-,All Island
14/09/2019 20:30,4189,-,All Island
14/09/2019 20:45,4130,-,All Island
14/09/2019 21:00,4054,-,All Island
14/09/2019 21:15,3953,-,All Island
14/09/2019 21:30,3871,-,All Island
14/09/2019 21:45,3786,-,All Island
14/09/2019 22:00,3705,-,All Island
14/09/2019 22:15,3624,-,All Island
14/09/2019 22:30,3507,-,All Island
14/09/2019 22:45,3443,-,All Island
14/09/2019 23:00,3370,-,All Island
14/09/2019 23:15,3302,-,All Island
14/09/2019 23:30,3231,-,All Island
14/09/2019 23:45,3158,-,All Island
15/09/2019 00:00,3102,-,All Island
15/09/2019 00:15,3054,-,All Island
15/09/2019 00:30,3006,-,All Island
15/09/2019 00:45,2964,-,All Island
15/09/2019 01:00,2931,-,All Island
15/09/2019 01:15,2905,-,All Island
15/09/2019 01:30,2870,-,All Island
15/09/2019 01:45,2825,-,All Island
15/09/2019 02:00,2819,-,All Island
15/09/2019 02:15,2806,-,All Island
15/09/2019 02:30,2809,-,All Island
15/09/2019 02:45,2779,-,All Island
15/09/2019 03:00,2744,-,All Island
15/09/2019 03:15,2744,-,All Island
15/09/2019 03:30,2731,-,All Island
15/09/2019 03:45,2721,-,All Island
15/09/2019 04:00,2710,-,All Island
15/09/2019 04:15,2722,-,All Island
15/09/2019 04:30,2734,-,All Island
15/09/2019 04:45,2724,-,All Island
15/09/2019 05:00,2724,-,All Island
15/09/2019 05:15,2747,-,All Island
15/09/2019 05:30,2751,-,All Island
15/09/2019 05:45,2757,-,All Island
15/09/2019 06:00,2782,-,All Island
15/09/2019 06:15,2836,-,All Island
15/09/2019 06:30,2865,-,All Island
15/09/2019 06:45,2883,-,All Island
15/09/2019 07:00,2902,-,All Island
15/09/2019 07:15,2950,-,All Island
15/09/2019 07:30,3001,-,All Island
15/09/2019 07:45,3083,-,All Island
15/09/2019 08:00,3191,-,All Island
15/09/2019 08:15,3322,-,All Island
15/09/2019 08:30,3424,-,All Island
15/09/2019 08:45,3521,-,All Island
15/09/2019 09:00,3627,-,All Island
15/09/2019 09:15,3729,-,All Island
15/09/2019 09:30,3789,-,All Island
15/09/2019 09:45,3867,-,All Island
15/09/2019 10:00,3929,-,All Island
15/09/2019 10:15,4005,-,All Island
15/09/2019 10:30,4034,-,All Island
15/09/2019 10:45,4055,-,All Island
15/09/2019 11:00,4082,-,All Island
15/09/2019 11:15,4112,-,All Island
15/09/2019 11:30,4144,-,All Island
15/09/2019 11:45,4164,-,All Island
15/09/2019 12:00,4181,-,All Island
15/09/2019 12:15,4230,-,All Island
15/09/2019 12:30,4264,-,All Island
15/09/2019 12:45,4287,-,All Island
15/09/2019 13:00,4280,-,All Island
15/09/2019 13:15,4256,-,All Island
15/09/2019 13:30,4240,-,All Island
15/09/2019 13:45,4199,-,All Island
15/09/2019 14:00,4158,-,All Island
15/09/2019 14:15,4127,-,All Island
15/09/2019 14:30,4113,-,All Island
15/09/2019 14:45,4076,-,All Island
15/09/2019 15:00,4078,-,All Island
15/09/2019 15:15,4088,-,All Island
15/09/2019 15:30,4069,-,All Island
15/09/2019 15:45,4082,-,All Island
15/09/2019 16:00,4115,-,All Island
15/09/2019 16:15,4135,-,All Island
15/09/2019 16:30,4162,-,All Island
15/09/2019 16:45,4206,-,All Island
15/09/2019 17:00,4239,-,All Island
15/09/2019 17:15,4313,-,All Island
15/09/2019 17:30,4342,-,All Island
15/09/2019 17:45,4375,-,All Island
15/09/2019 18:00,4391,-,All Island
15/09/2019 18:15,4352,-,All Island
15/09/2019 18:30,4357,-,All Island
15/09/2019 18:45,4353,-,All Island
15/09/2019 19:00,4336,-,All Island
15/09/2019 19:15,4339,-,All Island
15/09/2019 19:30,4331,-,All Island
15/09/2019 19:45,4374,-,All Island
15/09/2019 20:00,4466,-,All Island
15/09/2019 20:15,4462,-,All Island
15/09/2019 20:30,4403,-,All Island
15/09/2019 20:45,4343,-,All Island
15/09/2019 21:00,4265,-,All Island
15/09/2019 21:15,4186,-,All Island
15/09/2019 21:30,4087,-,All Island
15/09/2019 21:45,3953,-,All Island
15/09/2019 22:00,3859,-,All Island
15/09/2019 22:15,3760,-,All Island
15/09/2019 22:30,3637,-,All Island
15/09/2019 22:45,3538,-,All Island
15/09/2019 23:00,3449,-,All Island
15/09/2019 23:15,3352,-,All Island
15/09/2019 23:30,3262,-,All Island
15/09/2019 23:45,3187,-,All Island
16/09/2019 00:00,3128,-,All Island
16/09/2019 00:15,3090,-,All Island
16/09/2019 00:30,3054,-,All Island
16/09/2019 00:45,2992,-,All Island
16/09/2019 01:00,2959,-,All Island
16/09/2019 01:15,2931,-,All Island
16/09/2019 01:30,2893,-,All Island
16/09/2019 01:45,2867,-,All Island
16/09/2019 02:00,2849,-,All Island
16/09/2019 02:15,2847,-,All Island
16/09/2019 02:30,2822,-,All Island
16/09/2019 02:45,2811,-,All Island
16/09/2019 03:00,2796,-,All Island
16/09/2019 03:15,2796,-,All Island
16/09/2019 03:30,2793,-,All Island
16/09/2019 03:45,2791,-,All Island
16/09/2019 04:00,2793,-,All Island
16/09/2019 04:15,2804,-,All Island
16/09/2019 04:30,2822,-,All Island
16/09/2019 04:45,2832,-,All Island
16/09/2019 05:00,2864,-,All Island
16/09/2019 05:15,2923,-,All Island
16/09/2019 05:30,2949,-,All Island
16/09/2019 05:45,3005,-,All Island
16/09/2019 06:00,3120,-,All Island
16/09/2019 06:15,3318,-,All Island
16/09/2019 06:30,3431,-,All Island
16/09/2019 06:45,3598,-,All Island
16/09/2019 07:00,3771,-,All Island
16/09/2019 07:15,4069,-,All Island
16/09/2019 07:30,4204,-,All Island
16/09/2019 07:45,4370,-,All Island
16/09/2019 08:00,4478,-,All Island
16/09/2019 08:15,4589,-,All Island
16/09/2019 08:30,4599,-,All Island
16/09/2019 08:45,4634,-,All Island
16/09/2019 09:00,4661,-,All Island
16/09/2019 09:15,4712,-,All Island
16/09/2019 09:30,4744,-,All Island
16/09/2019 09:45,4747,-,All Island
16/09/2019 10:00,4730,-,All Island
16/09/2019 10:15,4707,-,All Island
16/09/2019 10:30,4722,-,All Island
16/09/2019 10:45,4715,-,All Island
16/09/2019 11:00,4723,-,All Island
16/09/2019 11:15,4738,-,All Island
16/09/2019 11:30,4749,-,All Island
16/09/2019 11:45,4735,-,All Island
16/09/2019 12:00,4751,-,All Island
16/09/2019 12:15,4771,-,All Island
16/09/2019 12:30,4759,-,All Island
16/09/2019 12:45,4772,-,All Island
16/09/2019 13:00,4748,-,All Island
16/09/2019 13:15,4693,-,All Island
16/09/2019 13:30,4640,-,All Island
16/09/2019 13:45,4630,-,All Island
16/09/2019 14:00,4614,-,All Island
16/09/2019 14:15,4640,-,All Island
16/09/2019 14:30,4642,-,All Island
16/09/2019 14:45,4629,-,All Island
16/09/2019 15:00,4651,-,All Island
16/09/2019 15:15,4660,-,All Island
16/09/2019 15:30,4657,-,All Island
16/09/2019 15:45,4679,-,All Island
16/09/2019 16:00,4702,-,All Island
16/09/2019 16:15,4760,-,All Island
16/09/2019 16:30,4845,-,All Island
16/09/2019 16:45,4894,-,All Island
16/09/2019 17:00,4944,-,All Island
16/09/2019 17:15,4988,-,All Island
16/09/2019 17:30,5012,-,All Island
16/09/2019 17:45,4986,-,All Island
16/09/2019 18:00,4972,-,All Island
16/09/2019 18:15,4911,-,All Island
16/09/2019 18:30,4859,-,All Island
16/09/2019 18:45,4818,-,All Island
16/09/2019 19:00,4757,-,All Island
16/09/2019 19:15,4726,-,All Island
16/09/2019 19:30,4707,-,All Island
16/09/2019 19:45,4737,-,All Island
16/09/2019 20:00,4854,-,All Island
16/09/2019 20:15,4884,-,All Island
16/09/2019 20:30,4867,-,All Island
16/09/2019 20:45,4819,-,All Island
16/09/2019 21:00,4729,-,All Island
16/09/2019 21:15,4603,-,All Island
16/09/2019 21:30,4497,-,All Island
16/09/2019 21:45,4366,-,All Island
16/09/2019 22:00,4231,-,All Island
16/09/2019 22:15,4092,-,All Island
16/09/2019 22:30,3976,-,All Island
16/09/2019 22:45,3833,-,All Island
16/09/2019 23:00,3696,-,All Island
16/09/2019 23:15,3594,-,All Island
16/09/2019 23:30,3485,-,All Island
16/09/2019 23:45,3401,-,All Island
17/09/2019 00:00,3324,-,All Island
17/09/2019 00:15,3279,-,All Island
17/09/2019 00:30,3213,-,All Island
17/09/2019 00:45,3172,-,All Island
17/09/2019 01:00,3128,-,All Island
17/09/2019 01:15,3099,-,All Island
17/09/2019 01:30,3050,-,All Island
17/09/2019 01:45,3023,-,All Island
17/09/2019 02:00,2997,-,All Island
17/09/2019 02:15,2994,-,All Island
17/09/2019 02:30,2967,-,All Island
17/09/2019 02:45,2949,-,All Island
17/09/2019 03:00,2927,-,All Island
17/09/2019 03:15,2919,-,All Island
17/09/2019 03:30,2916,-,All Island
17/09/2019 03:45,2908,-,All Island
17/09/2019 04:00,2912,-,All Island
17/09/2019 04:15,2927,-,All Island
17/09/2019 04:30,2934,-,All Island
17/09/2019 04:45,2971,-,All Island
17/09/2019 05:00,2997,-,All Island
17/09/2019 05:15,3046,-,All Island
17/09/2019 05:30,3083,-,All Island
17/09/2019 05:45,3133,-,All Island
17/09/2019 06:00,3243,-,All Island
17/09/2019 06:15,3424,-,All Island
17/09/2019 06:30,3551,-,All Island
17/09/2019 06:45,3728,-,All Island
17/09/2019 07:00,3896,-,All Island
17/09/2019 07:15,4178,-,All Island
17/09/2019 07:30,4333,-,All Island
17/09/2019 07:45,4475,-,All Island
17/09/2019 08:00,4554,-,All Island
17/09/2019 08:15,4664,-,All Island
17/09/2019 08:30,4676,-,All Island
17/09/2019 08:45,4670,-,All Island
17/09/2019 09:00,4712,-,All Island
17/09/2019 09:15,4749,-,All Island
17/09/2019 09:30,4763,-,All Island
17/09/2019 09:45,4766,-,All Island
17/09/2019 10:00,4727,-,All Island
17/09/2019 10:15,4694,-,All Island
17/09/2019 10:30,4692,-,All Island
17/09/2019 10:45,4697,-,All Island
17/09/2019 11:00,4694,-,All Island
17/09/2019 11:15,4702,-,All Island
17/09/2019 11:30,4709,-,All Island
17/09/2019 11:45,4705,-,All Island
17/09/2019 12:00,4719,-,All Island
17/09/2019 12:15,4725,-,All Island
17/09/2019 12:30,4727,-,All Island
17/09/2019 12:45,4733,-,All Island
17/09/2019 13:00,4714,-,All Island
17/09/2019 13:15,4672,-,All Island
17/09/2019 13:30,4611,-,All Island
17/09/2019 13:45,4602,-,All Island
17/09/2019 14:00,4601,-,All Island
17/09/2019 14:15,4596,-,All Island
17/09/2019 14:30,4587,-,All Island
17/09/2019 14:45,4570,-,All Island
17/09/2019 15:00,4572,-,All Island
17/09/2019 15:15,4599,-,All Island
17/09/2019 15:30,4623,-,All Island
17/09/2019 15:45,4641,-,All Island
17/09/2019 16:00,4652,-,All Island
17/09/2019 16:15,4710,-,All Island
17/09/2019 16:30,4767,-,All Island
17/09/2019 16:45,4844,-,All Island
17/09/2019 17:00,4895,-,All Island
17/09/2019 17:15,4927,-,All Island
17/09/2019 17:30,4951,-,All Island
17/09/2019 17:45,4949,-,All Island
17/09/2019 18:00,4916,-,All Island
17/09/2019 18:15,4865,-,All Island
17/09/2019 18:30,4820,-,All Island
17/09/2019 18:45,4767,-,All Island
17/09/2019 19:00,4734,-,All Island
17/09/2019 19:15,4704,-,All Island
17/09/2019 19:30,4708,-,All Island
17/09/2019 19:45,4764,-,All Island
17/09/2019 20:00,4937,-,All Island
17/09/2019 20:15,4999,-,All Island
17/09/2019 20:30,4978,-,All Island
17/09/2019 20:45,4924,-,All Island
17/09/2019 21:00,4869,-,All Island
17/09/2019 21:15,4714,-,All Island
17/09/2019 21:30,4579,-,All Island
17/09/2019 21:45,4455,-,All Island
17/09/2019 22:00,4339,-,All Island
17/09/2019 22:15,4201,-,All Island
17/09/2019 22:30,4053,-,All Island
17/09/2019 22:45,3913,-,All Island
17/09/2019 23:00,3787,-,All Island
17/09/2019 23:15,3652,-,All Island
17/09/2019 23:30,3540,-,All Island
17/09/2019 23:45,3459,-,All Island
18/09/2019 00:00,3374,-,All Island
18/09/2019 00:15,3334,-,All Island
18/09/2019 00:30,3278,-,All Island
18/09/2019 00:45,3217,-,All Island
18/09/2019 01:00,3171,-,All Island
18/09/2019 01:15,3122,-,All Island
18/09/2019 01:30,3089,-,All Island
18/09/2019 01:45,3059,-,All Island
18/09/2019 02:00,3032,-,All Island
18/09/2019 02:15,3016,-,All Island
18/09/2019 02:30,3000,-,All Island
18/09/2019 02:45,2979,-,All Island
18/09/2019 03:00,2966,-,All Island
18/09/2019 03:15,2956,-,All Island
18/09/2019 03:30,2947,-,All Island
18/09/2019 03:45,2948,-,All Island
18/09/2019 04:00,2947,-,All Island
18/09/2019 04:15,2962,-,All Island
18/09/2019 04:30,2980,-,All Island
18/09/2019 04:45,2989,-,All Island
18/09/2019 05:00,3016,-,All Island
18/09/2019 05:15,3060,-,All Island
18/09/2019 05:30,3094,-,All Island
18/09/2019 05:45,3163,-,All Island
18/09/2019 06:00,3283,-,All Island
18/09/2019 06:15,3465,-,All Island
18/09/2019 06:30,3591,-,All Island
18/09/2019 06:45,3748,-,All Island
18/09/2019 07:00,3927,-,All Island
18/09/2019 07:15,4206,-,All Island
18/09/2019 07:30,4357,-,All Island
18/09/2019 07:45,4514,-,All Island
18/09/2019 08:00,4600,-,All Island
18/09/2019 08:15,4684,-,All Island
18/09/2019 08:30,4713,-,All Island
18/09/2019 08:45,4710,-,All Island
18/09/2019 09:00,4724,-,All Island
18/09/2019 09:15,4760,-,All Island
18/09/2019 09:30,4774,-,All Island
18/09/2019 09:45,4771,-,All Island
18/09/2019 10:00,4737,-,All Island
18/09/2019 10:15,4704,-,All Island
18/09/2019 10:30,4722,-,All Island
18/09/2019 10:45,4724,-,All Island
18/09/2019 11:00,4711,-,All Island
18/09/2019 11:15,4719,-,All Island
18/09/2019 11:30,4717,-,All Island
18/09/2019 11:45,4712,-,All Island
18/09/2019 12:00,4708,-,All Island
18/09/2019 12:15,4719,-,All Island
18/09/2019 12:30,4725,-,All Island
18/09/2019 12:45,4724,-,All Island
18/09/2019 13:00,4702,-,All Island
18/09/2019 13:15,4653,-,All Island
18/09/2019 13:30,4607,-,All Island
18/09/2019 13:45,4589,-,All Island
18/09/2019 14:00,4584,-,All Island
18/09/2019 14:15,4597,-,All Island
18/09/2019 14:30,4606,-,All Island
18/09/2019 14:45,4599,-,All Island
18/09/2019 15:00,4600,-,All Island
18/09/2019 15:15,4620,-,All Island
18/09/2019 15:30,4626,-,All Island
18/09/2019 15:45,4647,-,All Island
18/09/2019 16:00,4656,-,All Island
18/09/2019 16:15,4710,-,All Island
18/09/2019 16:30,4766,-,All Island
18/09/2019 16:45,4839,-,All Island
18/09/2019 17:00,4869,-,All Island
18/09/2019 17:15,4916,-,All Island
18/09/2019 17:30,4946,-,All Island
18/09/2019 17:45,4939,-,All Island
18/09/2019 18:00,4917,-,All Island
18/09/2019 18:15,4852,-,All Island
18/09/2019 18:30,4814,-,All Island
18/09/2019 18:45,4795,-,All Island
18/09/2019 19:00,4744,-,All Island
18/09/2019 19:15,4722,-,All Island
18/09/2019 19:30,4736,-,All Island
18/09/2019 19:45,4804,-,All Island
18/09/2019 20:00,4961,-,All Island
18/09/2019 20:15,5020,-,All Island
18/09/2019 20:30,5007,-,All Island
18/09/2019 20:45,4936,-,All Island
18/09/2019 21:00,4879,-,All Island
18/09/2019 21:15,4734,-,All Island
18/09/2019 21:30,4613,-,All Island
18/09/2019 21:45,4457,-,All Island
18/09/2019 22:00,4325,-,All Island
18/09/2019 22:15,4189,-,All Island
18/09/2019 22:30,4059,-,All Island
18/09/2019 22:45,3911,-,All Island
18/09/2019 23:00,3784,-,All Island
18/09/2019 23:15,3666,-,All Island
18/09/2019 23:30,3562,-,All Island
18/09/2019 23:45,3470,-,All Island
19/09/2019 00:00,3378,-,All Island
19/09/2019 00:15,3334,-,All Island
19/09/2019 00:30,3279,-,All Island
19/09/2019 00:45,3225,-,All Island
19/09/2019 01:00,3162,-,All Island
19/09/2019 01:15,3132,-,All Island
19/09/2019 01:30,3106,-,All Island
19/09/2019 01:45,3071,-,All Island
19/09/2019 02:00,3033,-,All Island
19/09/2019 02:15,3032,-,All Island
19/09/2019 02:30,3013,-,All Island
19/09/2019 02:45,2992,-,All Island
19/09/2019 03:00,2979,-,All Island
19/09/2019 03:15,2968,-,All Island
19/09/2019 03:30,2965,-,All Island
19/09/2019 03:45,2955,-,All Island
19/09/2019 04:00,2956,-,All Island
19/09/2019 04:15,2967,-,All Island
19/09/2019 04:30,2977,-,All Island
19/09/2019 04:45,2995,-,All Island
19/09/2019 05:00,3029,-,All Island
19/09/2019 05:15,3077,-,All Island
19/09/2019 05:30,3099,-,All Island
19/09/2019 05:45,3161,-,All Island
19/09/2019 06:00,3273,-,All Island
19/09/2019 06:15,3465,-,All Island
19/09/2019 06:30,3581,-,All Island
19/09/2019 06:45,3754,-,All Island
19/09/2019 07:00,3933,-,All Island
19/09/2019 07:15,4201,-,All Island
19/09/2019 07:30,4351,-,All Island
19/09/2019 07:45,4498,-,All Island
19/09/2019 08:00,4582,-,All Island
19/09/2019 08:15,4678,-,All Island
19/09/2019 08:30,4672,-,All Island
19/09/2019 08:45,4673,-,All Island
19/09/2019 09:00,4705,-,All Island
19/09/2019 09:15,4734,-,All Island
19/09/2019 09:30,4735,-,All Island
19/09/2019 09:45,4734,-,All Island
19/09/2019 10:00,4706,-,All Island
19/09/2019 10:15,4690,-,All Island
19/09/2019 10:30,4689,-,All Island
19/09/2019 10:45,4689,-,All Island
19/09/2019 11:00,4691,-,All Island
19/09/2019 11:15,4694,-,All Island
19/09/2019 11:30,4669,-,All Island
19/09/2019 11:45,4672,-,All Island
19/09/2019 12:00,4660,-,All Island
19/09/2019 12:15,4677,-,All Island
19/09/2019 12:30,4672,-,All Island
19/09/2019 12:45,4666,-,All Island
19/09/2019 13:00,4648,-,All Island
19/09/2019 13:15,4618,-,All Island
19/09/2019 13:30,4546,-,All Island
19/09/2019 13:45,4546,-,All Island
19/09/2019 14:00,4539,-,All Island
19/09/2019 14:15,4554,-,All Island
19/09/2019 14:30,4543,-,All Island
19/09/2019 14:45,4538,-,All Island
19/09/2019 15:00,4555,-,All Island
19/09/2019 15:15,4571,-,All Island
19/09/2019 15:30,4586,-,All Island
19/09/2019 15:45,4612,-,All Island
19/09/2019 16:00,4638,-,All Island
19/09/2019 16:15,4687,-,All Island
19/09/2019 16:30,4735,-,All Island
19/09/2019 16:45,4788,-,All Island
19/09/2019 17:00,4842,-,All Island
19/09/2019 17:15,4880,-,All Island
19/09/2019 17:30,4915,-,All Island
19/09/2019 17:45,4896,-,All Island
19/09/2019 18:00,4860,-,All Island
19/09/2019 18:15,4800,-,All Island
19/09/2019 18:30,4768,-,All Island
19/09/2019 18:45,4737,-,All Island
19/09/2019 19:00,4699,-,All Island
19/09/2019 19:15,4658,-,All Island
19/09/2019 19:30,4662,-,All Island
19/09/2019 19:45,4711,-,All Island
19/09/2019 20:00,4879,-,All Island
19/09/2019 20:15,4929,-,All Island
19/09/2019 20:30,4923,-,All Island
19/09/2019 20:45,4878,-,All Island
19/09/2019 21:00,4796,-,All Island
19/09/2019 21:15,4656,-,All Island
19/09/2019 21:30,4514,-,All Island
19/09/2019 21:45,4407,-,All Island
19/09/2019 22:00,4277,-,All Island
19/09/2019 22:15,4157,-,All Island
19/09/2019 22:30,4015,-,All Island
19/09/2019 22:45,3882,-,All Island
19/09/2019 23:00,3717,-,All Island
19/09/2019 23:15,3606,-,All Island
19/09/2019 23:30,3495,-,All Island
19/09/2019 23:45,3410,-,All Island
20/09/2019 00:00,3329,-,All Island
20/09/2019 00:15,3313,-,All Island
20/09/2019 00:30,3266,-,All Island
20/09/2019 00:45,3203,-,All Island
20/09/2019 01:00,3153,-,All Island
20/09/2019 01:15,3109,-,All Island
20/09/2019 01:30,3072,-,All Island
20/09/2019 01:45,3032,-,All Island
20/09/2019 02:00,2993,-,All Island
20/09/2019 02:15,2978,-,All Island
20/09/2019 02:30,2968,-,All Island
20/09/2019 02:45,2923,-,All Island
20/09/2019 03:00,2908,-,All Island
20/09/2019 03:15,2888,-,All Island
20/09/2019 03:30,2904,-,All Island
20/09/2019 03:45,2902,-,All Island
20/09/2019 04:00,2907,-,All Island
20/09/2019 04:15,2915,-,All Island
20/09/2019 04:30,2923,-,All Island
20/09/2019 04:45,2937,-,All Island
20/09/2019 05:00,2974,-,All Island
20/09/2019 05:15,3043,-,All Island
20/09/2019 05:30,3060,-,All Island
20/09/2019 05:45,3100,-,All Island
20/09/2019 06:00,3207,-,All Island
20/09/2019 06:15,3379,-,All Island
20/09/2019 06:30,3474,-,All Island
20/09/2019 06:45,3630,-,All Island
20/09/2019 07:00,3803,-,All Island
20/09/2019 07:15,4067,-,All Island
20/09/2019 07:30,4217,-,All Island
20/09/2019 07:45,4358,-,All Island
20/09/2019 08:00,4450,-,All Island
20/09/2019 08:15,4544,-,All Island
20/09/2019 08:30,4571,-,All Island
20/09/2019 08:45,4567,-,All Island
20/09/2019 09:00,4605,-,All Island
20/09/2019 09:15,4670,-,All Island
20/09/2019 09:30,4677,-,All Island
20/09/2019 09:45,4666,-,All Island
20/09/2019 10:00,4638,-,All Island
20/09/2019 10:15,4601,-,All Island
20/09/2019 10:30,4605,-,All Island
20/09/2019 10:45,4578,-,All Island
20/09/2019 11:00,4593,-,All Island
20/09/2019 11:15,4600,-,All Island
20/09/2019 11:30,4588,-,All Island
20/09/2019 11:45,4572,-,All Island
20/09/2019 12:00,4546,-,All Island
20/09/2019 12:15,4547,-,All Island
20/09/2019 12:30,4519,-,All Island
20/09/2019 12:45,4535,-,All Island
20/09/2019 13:00,4518,-,All Island
20/09/2019 13:15,4496,-,All Island
20/09/2019 13:30,4434,-,All Island
20/09/2019 13:45,4432,-,All Island
20/09/2019 14:00,4435,-,All Island
20/09/2019 14:15,4425,-,All Island
20/09/2019 14:30,4434,-,All Island
20/09/2019 14:45,4396,-,All Island
20/09/2019 15:00,4397,-,All Island
20/09/2019 15:15,4400,-,All Island
20/09/2019 15:30,4398,-,All Island
20/09/2019 15:45,4403,-,All Island
20/09/2019 16:00,4412,-,All Island
20/09/2019 16:15,4436,-,All Island
20/09/2019 16:30,4475,-,All Island
20/09/2019 16:45,4522,-,All Island
20/09/2019 17:00,4529,-,All Island
20/09/2019 17:15,4561,-,All Island
20/09/2019 17:30,4560,-,All Island
20/09/2019 17:45,4567,-,All Island
20/09/2019 18:00,4544,-,All Island
20/09/2019 18:15,4499,-,All Island
20/09/2019 18:30,4495,-,All Island
20/09/2019 18:45,4473,-,All Island
20/09/2019 19:00,4429,-,All Island
20/09/2019 19:15,4388,-,All Island
20/09/2019 19:30,4424,-,All Island
20/09/2019 19:45,4524,-,All Island
20/09/2019 20:00,4638,-,All Island
20/09/2019 20:15,4653,-,All Island
20/09/2019 20:30,4608,-,All Island
20/09/2019 20:45,4543,-,All Island
20/09/2019 21:00,4460,-,All Island
20/09/2019 21:15,4358,-,All Island
20/09/2019 21:30,4271,-,All Island
20/09/2019 21:45,4163,-,All Island
20/09/2019 22:00,4075,-,All Island
20/09/2019 22:15,3983,-,All Island
20/09/2019 22:30,3873,-,All Island
20/09/2019 22:45,3766,-,All Island
20/09/2019 23:00,3653,-,All Island
20/09/2019 23:15,3556,-,All Island
20/09/2019 23:30,3473,-,All Island
20/09/2019 23:45,3376,-,All Island
21/09/2019 00:00,3305,-,All Island
21/09/2019 00:15,3246,-,All Island
21/09/2019 00:30,3185,-,All Island
21/09/2019 00:45,3113,-,All Island
21/09/2019 01:00,3060,-,All Island
21/09/2019 01:15,3029,-,All Island
21/09/2019 01:30,2988,-,All Island
21/09/2019 01:45,2938,-,All Island
21/09/2019 02:00,2918,-,All Island
21/09/2019 02:15,2902,-,All Island
21/09/2019 02:30,2886,-,All Island
21/09/2019 02:45,2853,-,All Island
21/09/2019 03:00,2830,-,All Island
21/09/2019 03:15,2813,-,All Island
21/09/2019 03:30,2794,-,All Island
21/09/2019 03:45,2783,-,All Island
21/09/2019 04:00,2780,-,All Island
21/09/2019 04:15,2783,-,All Island
21/09/2019 04:30,2781,-,All Island
21/09/2019 04:45,2796,-,All Island
21/09/2019 05:00,2804,-,All Island
21/09/2019 05:15,2825,-,All Island
21/09/2019 05:30,2822,-,All Island
21/09/2019 05:45,2854,-,All Island
21/09/2019 06:00,2919,-,All Island
21/09/2019 06:15,2998,-,All Island
21/09/2019 06:30,3034,-,All Island
21/09/2019 06:45,3095,-,All Island
21/09/2019 07:00,3134,-,All Island
21/09/2019 07:15,3217,-,All Island
21/09/2019 07:30,3302,-,All Island
21/09/2019 07:45,3433,-,All Island
21/09/2019 08:00,3567,-,All Island
21/09/2019 08:15,3737,-,All Island
21/09/2019 08:30,3837,-,All Island
21/09/2019 08:45,3943,-,All Island
21/09/2019 09:00,4003,-,All Island
21/09/2019 09:15,4085,-,All Island
